idhere,H_mag,family
2010 NR15,16.07,Schubart
2010 NL18,16.57,Schubart
2010 NR21,16.31,Background
2010 NO27,15.7,Potomac
2010 NQ30,16.26,Schubart
2010 NS36,16.8,Potomac
2010 NM41,15.71,Potomac
2010 NY43,17.3,Background
2010 NB47,16.77,Background
2010 NO52,15.84,Schubart
2010 NF56,16.1,Schubart
2010 NU57,15.96,Schubart
2010 NV57,17.0,Francette
2010 NJ73,16.63,Background
2010 NV88,17.21,Background
2010 NZ106,16.25,Background
2010 NH108,16.6,Schubart
2010 NT110,16.3,Schubart
2010 NZ113,15.96,Schubart
2010 NB115,15.98,Schubart
2010 NO121,16.4,Background
2010 OY1,16.25,Hilda
2010 OT2,15.74,Background
2010 OX2,15.59,Background
2010 OH3,16.8,Hilda
2010 OP7,16.33,Background
2010 ON9,16.3,Schubart
2010 OH14,15.73,Hilda
2010 OS14,15.42,Schubart
2010 OD21,17.1,Background
2010 OB29,16.19,Schubart
2010 OO30,16.0,Background
2010 OJ34,16.1,Schubart
2010 OC39,15.99,Potomac
2010 OF49,17.0,Schubart
2010 OO50,17.12,Schubart
2010 OW50,15.4,Background
2010 OW54,15.59,Schubart
2010 OW59,16.07,Schubart
2010 ON61,15.84,Potomac
2010 OJ74,16.65,Hilda
2010 OX76,15.26,Schubart
2010 OE79,16.4,Francette
2010 OJ87,16.42,Schubart
2010 OB114,17.15,Schubart
2010 OD140,16.42,Francette
2010 PX6,15.75,Hilda
2010 PY27,16.45,Background
2010 PN30,15.71,Schubart
2010 PT30,16.0,Schubart
2010 PZ31,16.29,Schubart
2010 PC34,15.7,Potomac
2010 PV35,15.01,Hilda
2010 PL40,15.9,Hilda
2010 PW49,16.315,Schubart
2010 PQ68,16.31,Hilda
2010 PE84,17.2,Background
2010 PC89,16.79,Schubart
2010 PD89,16.2,Schubart
2010 PX93,16.73,Background
2010 RV21,16.958,Background
2010 RS55,16.6,Hilda
2010 RS85,17.2,Background
2010 RO103,16.27,Background
2010 RG168,16.37,Hilda
2010 RK188,16.2,Schubart
2010 RO201,16.8,Background
2010 RN203,16.4,Schubart
2010 RF220,16.1,Background
2010 SM31,16.32,Potomac
2010 SB46,15.9,Hilda
2010 SA51,16.0,Background
2010 SW51,16.6,Background
2010 SX51,15.69,Background
2010 ST53,16.1,Hilda
2010 SR58,16.54,Schubart
2010 SZ59,16.2,Schubart
2010 SF64,16.07,Hilda
2010 TE8,16.981,Schubart
2010 TG39,17.0,Background
2010 TB50,16.8,Francette
2010 TA60,16.42,Schubart
2010 TF88,17.1,Schubart
2010 TZ89,16.5,Schubart
2010 TM101,17.2,Background
2010 TO103,17.2,Guinevere
2010 TU109,16.8,Schubart
2010 TV109,16.38,Background
2010 TZ120,15.93,Hilda
2010 TT157,15.9,Schubart
2010 TE159,15.73,Schubart
2010 TK170,16.4,Schubart
2010 TR183,16.4,Hilda
2010 TZ192,16.6,Schubart
2010 TS203,16.16,Schubart
2010 TU211,16.56,Schubart
2010 TA216,16.6,Background
2010 TX222,16.26,Background
2010 TP233,16.56,Background
2010 TK236,16.8,Schubart
2010 UR13,15.9,Schubart
2010 UB30,15.7,Potomac
2010 UP46,15.84,Schubart
2010 UO78,16.58,Potomac
2010 UH122,16.4,Potomac
2010 UN127,16.11,Background
2010 UH133,16.9,Schubart
2010 US137,16.8,Schubart
2010 VJ9,16.88,Background
2010 VD10,16.4,Schubart
2010 VV20,15.66,Background
2010 VS40,16.6,Francette
2010 VE75,17.09,Schubart
2010 VD76,15.27,Background
2010 VF144,15.88,Background
2010 VZ169,16.24,Background
2010 VA189,15.96,Hilda
2010 VQ197,16.18,Schubart
2010 VP233,16.2,Hilda
2010 VC240,16.29,Schubart
2010 VX240,15.98,Background
2010 VG248,16.14,Schubart
2010 VU255,16.3,Schubart
2010 VN266,16.3,Schubart
2010 WS17,15.94,Background
2010 XP20,16.35,Background
2010 XN36,16.32,Schubart
2010 XF115,16.53,Background
2010 XW119,15.98,Hilda
2010 YP6,16.26,Background
2011 AD38,16.73,Background
2011 AM50,16.3,Schubart
2011 AR67,16.49,Schubart
2011 AX80,16.8,Background
2011 AW94,16.4,Background
2011 AQ96,16.4,Background
2011 AL102,16.6,Schubart
2011 BC23,16.1,Schubart
2011 BH57,17.09,Schubart
2011 BX126,16.66,Hilda
2011 BN136,16.2,Schubart
2011 BK137,16.67,Schubart
2011 BE147,16.43,Schubart
2011 BS179,16.96,Background
2011 BC182,16.1,Schubart
2011 BZ184,16.2,Schubart
2011 BN190,16.7,Background
2011 BQ190,16.7,Hilda
2011 BX194,16.77,Background
2011 BG197,16.3,Potomac
2011 BK201,16.4,Francette
2011 BM204,16.28,Background
2011 CK11,16.13,Background
2011 CJ59,16.31,Background
2011 CC60,16.3,Schubart
2011 CR89,17.247,Background
2011 CG90,17.191,Background
2011 CA105,16.36,Background
2011 CJ129,16.3,Schubart
2011 DM15,16.05,Potomac
2011 DG42,16.67,Potomac
2011 EM7,16.29,Schubart
2011 EX97,15.67,Francette
2011 EN111,16.61,Schubart
2011 FB17,15.04,Potomac
2011 FC72,16.38,Potomac
2011 FO85,15.41,Hilda
2011 FZ86,16.34,Background
2011 FW102,15.27,Hilda
2011 GB71,15.59,Background
2011 GL102,16.25,Francette
2011 HH112,16.67,Background
2011 JZ35,15.82,Schubart
2011 JK37,15.75,Background
2011 KO41,16.48,Schubart
2011 KY56,16.55,Schubart
2011 LF35,16.3,Background
2011 LG35,16.29,Background
2011 MD16,15.89,Hilda
2011 QF105,15.9,Hilda
2011 QC106,17.3,Background
2011 QN106,15.67,Hilda
2011 QK110,16.26,Background
2011 RR4,16.3,Background
2011 RT7,16.07,Background
2011 RL14,15.96,Hilda
2011 RE18,17.6,Hilda
2011 RB25,16.14,Hilda
2011 RP30,17.32,Schubart
2011 RT31,16.6,Background
2011 RS33,16.27,Hilda
2011 SG13,16.26,Background
2011 SY39,16.5,Background
2011 SJ45,16.5,Hilda
2011 SN54,16.16,Schubart
2011 SA73,16.31,Background
2011 SU76,16.39,Schubart
2011 SM78,16.52,Schubart
2011 SW80,16.8,Background
2011 ST139,16.2,Background
2011 SV141,17.3,Background
2011 SZ143,16.38,Background
2011 SA147,16.71,Background
2011 SQ164,16.37,Schubart
2011 SS168,16.1,Hilda
2011 SK172,16.5,Background
2011 SF185,15.78,Background
2011 SD186,16.53,Schubart
2011 SF193,15.98,Schubart
2011 SB197,16.54,Schubart
2011 SV215,16.7,Background
2011 SW215,16.2,Potomac
2011 SP219,16.68,Background
2011 SL223,16.5,Hilda
2011 SU223,16.3,Hilda
2011 SV243,16.3,Schubart
2011 SA247,16.6,Hilda
2011 SJ254,16.1,Potomac
2011 ST257,16.51,Background
2011 SQ268,16.3,Background
2011 SJ271,16.8,Hilda
2011 SQ277,16.0,Background
2011 SR277,16.18,Background
2011 SZ294,17.1,Background
2011 SB295,17.0,Background
2011 SG295,16.3,Background
2011 SW295,16.4,Hilda
2011 SY295,16.52,Schubart
2011 SZ295,16.6,Potomac
2011 SD296,16.64,Background
2011 SO296,16.27,Hilda
2011 SP296,16.4,Background
2011 SJ297,16.45,Background
2011 ST297,16.6,Schubart
2011 SB298,16.8,Francette
2011 SD298,17.3,Hilda
2011 SG298,16.7,Schubart
2011 SR298,16.41,Background
2011 SV298,16.9,Schubart
2011 SO299,16.73,Background
2011 SZ304,17.0,Schubart
2011 SM306,16.5,Schubart
2011 SV328,16.26,Hilda
2011 SW328,17.4,Background
2011 SM330,16.7,Schubart
2011 SV333,17.3,Background
2011 TP3,16.5,Schubart
2011 TK19,16.19,Background
2011 TG20,17.0,Background
2011 TT21,17.4,Hilda
2011 UL1,16.78,Background
2011 UT3,16.7,Potomac
2011 UQ15,17.3,Background
2011 UY29,16.0,Schubart
2011 UH31,16.7,Background
2011 UX35,16.8,Background
2011 UZ36,16.1,Background
2011 UX48,16.4,Schubart
2011 UG112,16.9,Background
2011 UM115,16.75,Francette
2011 UU134,16.2,Schubart
2011 UN146,16.66,Schubart
2011 UF172,16.35,Hilda
2011 UB192,16.5,Background
2011 UC210,16.29,Background
2011 UW222,16.58,Potomac
2011 UD235,17.0,Background
2011 UV237,16.5,Schubart
2011 UJ248,15.8,Schubart
2011 UO253,16.3,Background
2011 UA255,16.8,Background
2011 UV256,15.91,Hilda
2011 UE263,16.5,Schubart
2011 UF283,17.03,Background
2011 UY330,16.7,Schubart
2011 UN337,16.6,Background
2011 UM355,16.5,Schubart
2011 UK372,17.0,Background
2011 UZ378,16.9,Hilda
2011 UL389,16.09,Hilda
2011 UQ413,16.76,Background
2011 UR413,16.23,Background
2011 UG427,16.1,Potomac
2011 UT433,15.7,Potomac
2011 UC434,16.3,Background
2011 UL445,16.1,Schubart
2011 UP445,16.5,Schubart
2011 UC446,17.85,Background
2011 UN447,17.1,Schubart
2011 UZ447,17.5,Background
2011 UG450,16.25,Hilda
2011 UX459,16.7,Background
2011 UM460,16.5,Background
2011 UP461,16.0,Schubart
2011 US461,17.2,Schubart
2011 UZ473,17.31,Background
2011 UY474,17.1,Francette
2011 UQ482,17.6,Francette
2011 UV491,17.17,Francette
2011 UO503,17.33,Background
2011 UW504,17.42,Background
2011 VF20,16.38,Background
2011 VE28,16.6,Schubart
2011 VF28,16.81,Background
2011 VM30,16.52,Schubart
2011 VD35,16.5,Hilda
2011 WY5,16.69,Schubart
2011 WD22,16.7,Schubart
2011 WL26,17.21,Schubart
2011 WC31,15.69,Potomac
2011 WH42,16.3,Francette
2011 WA52,16.14,Hilda
2011 WA56,16.7,Background
2011 WN83,16.3,Schubart
2011 WR100,15.88,Background
2011 WR101,17.0,Schubart
2011 WJ105,16.16,Background
2011 WY106,15.88,Potomac
2011 WJ125,16.7,Background
2011 WK127,15.74,Schubart
2011 WL127,16.5,Schubart
2011 WJ136,16.2,Francette
2011 XE7,16.21,Potomac
2012 BT8,16.44,Hilda
2012 BO76,16.38,Schubart
2012 CD20,16.49,Background
2012 CW66,15.74,Background
2012 CC69,16.86,Background
2012 DZ2,16.08,Schubart
2012 DR90,15.9,Schubart
2012 DM99,16.6,Schubart
2012 DJ114,16.0,Schubart
2012 DZ114,16.4,Background
2012 DS117,16.37,Schubart
2012 DK118,16.2,Schubart
2012 DG119,16.56,Schubart
2012 DV126,16.28,Schubart
2012 EC14,15.76,Background
2012 EZ25,16.1,Hilda
2012 EE26,16.14,Schubart
2012 EH26,16.1,Hilda
2012 EE28,16.5,Schubart
2012 EG28,16.3,Schubart
2012 EU30,16.5,Background
2012 FZ11,16.89,Schubart
2012 FY60,16.0,Background
2012 FZ103,16.76,Background
2012 GS3,16.0,Potomac
2012 HM98,16.13,Background
2012 PW1,16.13,Background
2012 PO3,16.07,Potomac
2012 PQ22,16.45,Background
2012 PA27,15.93,Background
2012 PK52,16.34,Hilda
2012 PR55,16.5,Background
2012 PW56,16.17,Schubart
2012 QD29,16.19,Background
2012 QL67,16.34,Background
2012 RX23,17.15,Background
2012 TM34,16.11,Background
2012 TG38,16.89,Francette
2012 TW154,16.7,Background
2012 TX162,16.64,Guinevere
2012 TC208,16.02,Hilda
2012 TM222,16.49,Schubart
2012 TR228,16.78,Hilda
2012 TV239,16.49,Schubart
2012 TB257,16.79,Guinevere
2012 TP259,16.28,Background
2012 TC281,15.91,Background
2012 TA283,16.29,Potomac
2012 TM310,15.62,Background
2012 TX322,16.96,Schubart
2012 TR324,15.8,Schubart
2012 TJ338,16.56,Schubart
2012 TY349,16.4,Schubart
2012 TS360,15.83,Hilda
2012 TQ364,16.34,Hilda
2012 TE365,16.2,Background
2012 TX365,16.72,Background
2012 TA366,16.9,Schubart
2012 TR366,16.85,Schubart
2012 TU366,16.94,Hilda
2012 TL368,17.18,Schubart
2012 TM369,16.64,Schubart
2012 TD379,17.3,Hilda
2012 UL1,16.26,Schubart
2012 UC2,16.04,Schubart
2012 UQ2,16.95,Schubart
2012 UW3,16.6,Schubart
2012 UL6,16.53,Background
2012 UT7,16.88,Background
2012 UQ9,16.34,Francette
2012 UX61,16.06,Background
2012 UD78,16.38,Schubart
2012 UH79,16.77,Background
2012 US107,16.5,Schubart
2012 UG126,16.18,Background
2012 UX130,15.95,Potomac
2012 UH144,16.27,Background
2012 UP146,16.35,Potomac
2012 UV148,17.2,Background
2012 UF178,16.46,Schubart
2012 UL199,16.49,Background
2012 UN199,16.59,Background
2012 UX201,16.1,Background
2012 UF211,16.5,Hilda
2012 UB214,17.01,Schubart
2012 UA221,16.29,Potomac
2012 UQ222,16.3,Potomac
2012 UD224,16.9,Background
2012 UH224,16.45,Hilda
2012 UK224,16.95,Hilda
2012 UC225,16.24,Background
2012 UD225,16.89,Background
2012 UU225,17.5,Background
2012 UD228,16.7,Francette
2012 UG232,16.48,Schubart
2012 UG254,16.79,Background
2012 UL254,17.2,Schubart
2012 VS7,16.29,Schubart
2012 VM32,16.11,Background
2012 VO42,15.77,Schubart
2012 VM56,16.88,Background
2012 VM58,16.94,Background
2012 VX59,16.48,Schubart
2012 VF66,16.67,Background
2012 VH71,16.95,Background
2012 VQ79,16.2,Schubart
2012 VC86,16.55,Schubart
2012 VO92,16.04,Schubart
2012 VK94,17.09,Background
2012 VK95,16.3,Background
2012 VH96,16.7,Schubart
2012 VZ103,16.35,Schubart
2012 VO111,16.78,Background
2012 VY112,16.33,Background
2012 VC123,16.73,Background
2012 VJ126,16.4,Background
2012 VT131,16.51,Hilda
2012 VW131,16.71,Background
2012 VY131,16.62,Schubart
2012 VO132,16.96,Schubart
2012 VP134,16.7,Schubart
2012 VJ143,16.65,Background
2012 VD154,17.33,Francette
2012 WD2,16.34,Schubart
2012 WE10,16.04,Potomac
2012 WG14,16.54,Schubart
2012 WA22,16.46,Background
2012 WA40,16.4,Schubart
2012 WJ40,16.56,Schubart
2012 WR42,16.89,Background
2012 WB44,16.9,Schubart
2012 XA15,16.32,Background
2012 XL21,16.94,Schubart
2012 XL28,16.11,Potomac
2012 XD88,17.1,Potomac
2012 XP89,16.91,Schubart
2012 XE140,16.14,Background
2012 XK149,16.5,Background
2012 XN158,15.89,Background
2012 XY165,16.2,Schubart
2012 XP166,16.14,Guinevere
2013 AA15,15.92,Background
2013 AU107,16.4,Potomac
2013 AN161,17.466,Background
2013 AC193,15.41,Hilda
2013 AN202,15.71,Hilda
2013 BY62,15.44,Potomac
2013 BT82,16.48,Schubart
2013 BB103,16.62,Schubart
2013 CT107,16.08,Schubart
2013 CG222,15.73,Hilda
2013 CS249,15.75,Hilda
2013 CU249,16.32,Background
2013 CR251,16.23,Background
2013 CY258,15.77,Hilda
2013 CP260,16.38,Hilda
2013 DZ21,16.2,Schubart
2013 EF32,16.48,Potomac
2013 EO52,16.6,Schubart
2013 EB56,16.99,Schubart
2013 ER58,16.36,Schubart
2013 ED60,16.41,Hilda
2013 EY73,16.3,Schubart
2013 EL76,16.1,Hilda
2013 EL110,16.39,Schubart
2013 ET122,16.36,Background
2013 ET124,16.09,Schubart
2013 EG126,16.55,Schubart
2013 EE135,16.2,Schubart
2013 EW141,15.93,Schubart
2013 EV154,16.14,Background
2013 EX159,15.77,Hilda
2013 EY166,16.39,Potomac
2013 EL175,16.58,Guinevere
2013 EY181,16.36,Schubart
2013 FZ19,15.66,Background
2013 FV33,15.97,Schubart
2013 FG36,16.5,Potomac
2013 FT36,16.46,Background
2013 FD37,16.29,Background
2013 FL37,16.18,Schubart
2013 GE6,16.13,Schubart
2013 GK10,15.86,Schubart
2013 GD44,16.2,Schubart
2013 GM57,16.64,Background
2013 GM58,16.52,Schubart
2013 GC158,16.34,Schubart
2013 GD158,16.67,Hilda
2013 GO158,16.6,Background
2013 HK62,17.765,Schubart
2013 HJ81,16.73,Hilda
2013 HA96,16.4,Schubart
2013 HX117,17.18,Francette
2013 HD148,16.64,Background
2013 HV148,16.7,Schubart
2013 HT149,17.13,Background
2013 JV15,16.36,Hilda
2013 JH68,15.64,Potomac
2013 MC3,15.79,Background
2013 MV9,16.11,Potomac
2013 MX16,16.45,Hilda
2013 MJ24,16.74,Schubart
2013 NW1,16.13,Potomac
2013 NP24,16.98,Schubart
2013 NQ24,16.47,Schubart
2013 NR24,17.3,Francette
2013 NY61,16.98,Schubart
2013 NZ63,16.29,Potomac
2013 NG64,16.51,Potomac
2013 NO64,17.3,Potomac
2013 NQ64,17.13,Hilda
2013 NR64,17.32,Background
2013 NL66,16.96,Background
2013 NL69,17.47,Background
2013 OM4,16.13,Hilda
2013 OE10,16.06,Background
2013 PV37,16.82,Background
2013 PL42,16.01,Background
2013 PH56,17.0,Schubart
2013 PK56,17.07,Schubart
2013 PF66,16.75,Background
2013 PD75,16.56,Hilda
2013 PE75,16.15,Background
2013 PF75,16.72,Schubart
2013 PG75,16.82,Background
2013 PH75,16.11,Background
2013 PT112,16.21,Schubart
2013 PK119,16.53,Francette
2013 PT119,16.57,Background
2013 PA121,16.33,Schubart
2013 PD121,16.96,Schubart
2013 PE121,17.18,Schubart
2013 PF121,16.86,Schubart
2013 PJ121,17.19,Schubart
2013 PK121,16.45,Schubart
2013 PL121,16.9,Background
2013 PM121,17.39,Guinevere
2013 PO121,16.5,Schubart
2013 PP121,17.02,Schubart
2013 PS121,17.45,Francette
2013 PK122,16.8,Potomac
2013 PV123,16.6,Background
2013 PJ126,16.91,Schubart
2013 PB128,17.4,Background
2013 PW133,16.98,Schubart
2013 QC26,17.18,Background
2013 QX29,16.59,Schubart
2013 QD39,17.5,Francette
2013 QB48,16.88,Background
2013 QH59,17.27,Background
2013 QE94,16.36,Background
2013 QQ103,16.49,Francette
2013 QV103,16.55,Schubart
2013 QA104,16.37,Background
2013 QC104,17.29,Hilda
2013 RM2,15.94,Schubart
2013 RN53,15.21,Hilda
2013 RH70,15.7,Hilda
2013 RC73,17.0,Schubart
2013 RF79,16.91,Schubart
2013 RU98,16.36,Schubart
2013 RW98,16.6,Schubart
2013 RX98,16.13,Guinevere
2013 RJ136,16.3,Background
2013 RW136,16.5,Hilda
2013 RW138,16.51,Schubart
2013 RM140,16.58,Hilda
2013 RG143,15.6,Potomac
2013 RH143,15.69,Background
2013 RU146,17.2,Background
2013 RR158,16.56,Background
2013 RV158,16.92,Background
2013 RY158,17.05,Background
2013 RP159,16.58,Background
2013 RJ161,16.79,Schubart
2013 RX162,16.65,Schubart
2013 RM164,16.8,Schubart
2013 RE168,16.31,Schubart
2013 SA10,16.53,Background
2013 SJ12,16.86,Background
2013 SX12,16.65,Schubart
2013 SN57,16.64,Schubart
2013 SL73,16.43,Schubart
2013 SY113,16.75,Background
2013 TE79,16.6,Background
2013 TT120,16.1,Schubart
2013 TL151,16.29,Background
2013 TO203,16.43,Schubart
2013 TP203,16.38,Background
2013 TD206,16.44,Background
2013 TP209,15.74,Background
2013 TG213,16.71,Schubart
2013 TT215,16.6,Schubart
2013 TA216,16.99,Potomac
2013 TT216,16.01,Background
2013 TR229,16.13,Background
2013 TZ229,15.62,Background
2013 TQ230,16.94,Background
2013 TD239,16.85,Schubart
2013 TQ262,17.66,Hilda
2013 TC263,17.81,Schubart
2013 TS265,16.9,Background
2013 UW15,16.05,Background
2013 VL24,16.66,Schubart
2013 WF70,16.42,Background
2013 WK110,16.24,Background
2013 WJ119,16.24,Schubart
2013 WO125,15.94,Background
2013 WZ132,16.25,Background
2013 WF136,16.06,Background
2013 WG138,16.49,Background
2013 WD142,17.13,Background
2013 XE37,16.41,Hilda
2013 XR37,16.64,Schubart
2013 YD59,16.06,Background
2013 YZ158,16.0,Background
2013 YC165,16.09,Potomac
2013 YY165,16.31,Schubart
2014 AK71,16.87,Schubart
2014 AN72,17.12,Background
2014 AS72,16.65,Francette
2014 AP77,16.38,Schubart
2014 BH2,17.32,Potomac
2014 BO19,16.61,Schubart
2014 BA20,16.02,Hilda
2014 BS24,16.25,Potomac
2014 BJ82,16.41,Background
2014 CV33,16.48,Schubart
2014 DZ,16.16,Potomac
2014 DW52,16.6,Background
2014 DO94,16.09,Background
2014 DX100,16.6,Schubart
2014 DA144,15.98,Background
2014 DC144,16.09,Background
2014 DE144,16.32,Background
2014 DK165,15.88,Background
2014 EU94,15.99,Background
2014 ED103,16.7,Francette
2014 EO110,16.1,Potomac
2014 EA118,15.94,Background
2014 EW143,15.61,Hilda
2014 ET147,16.07,Background
2014 EF153,16.91,Background
2014 EO189,16.54,Potomac
2014 EE203,15.41,Background
2014 EP209,15.7,Hilda
2014 EM231,16.23,Potomac
2014 EV289,16.74,Background
2014 EP292,16.94,Background
2014 EH293,17.15,Background
2014 EQ302,17.37,Background
2014 FA55,16.01,Hilda
2014 FK84,15.95,Hilda
2014 FJ87,16.12,Potomac
2014 GC30,16.24,Schubart
2014 GB40,14.89,Hilda
2014 GT54,16.23,Schubart
2014 GV54,16.63,Background
2014 GQ72,15.6,Background
2014 GA79,15.82,Hilda
2014 GQ84,15.84,Potomac
2014 GZ85,15.84,Background
2014 GW92,16.0,Schubart
2014 GO93,16.77,Schubart
2014 GB94,16.3,Francette
2014 GK94,16.52,Background
2014 GN94,16.72,Schubart
2014 GE95,16.4,Schubart
2014 GX95,17.35,Background
2014 GQ97,16.46,Background
2014 GB99,16.1,Background
2014 GW101,16.61,Potomac
2014 HM10,15.83,Background
2014 HF48,15.98,Potomac
2014 HW66,17.26,Hilda
2014 HT106,16.25,Hilda
2014 HG110,16.85,Guinevere
2014 HU112,17.68,Background
2014 HY112,17.33,Background
2014 HR136,16.34,Potomac
2014 HP153,15.83,Background
2014 HV154,16.37,Background
2014 HT158,16.3,Potomac
2014 HO167,15.98,Hilda
2014 HP169,15.99,Background
2014 HO191,16.22,Schubart
2014 HE229,15.78,Background
2014 HR257,16.58,Schubart
2014 HN280,16.39,Francette
2014 HO280,16.18,Background
2014 HG281,16.97,Schubart
2014 HR283,16.59,Background
2014 HK344,16.82,Potomac
2014 HX364,17.37,Background
2014 JB40,15.83,Potomac
2014 JD44,16.02,Background
2014 JG81,16.13,Background
2014 JH81,16.5,Background
2014 JR126,16.7,Schubart
2014 JP128,16.75,Schubart
2014 JK131,15.88,Background
2014 JW138,16.9,Background
2014 KV40,16.28,Schubart
2014 KG55,16.52,Background
2014 KG64,16.39,Schubart
2014 KC65,16.4,Schubart
2014 KG72,16.48,Potomac
2014 KB126,16.14,Schubart
2014 KL135,16.55,Background
2014 KN135,16.93,Background
2014 KP136,16.37,Background
2014 KJ141,16.46,Schubart
2014 KT152,16.47,Schubart
2014 KT153,16.64,Schubart
2014 KC156,17.06,Hilda
2014 KO156,16.3,Background
2014 KD159,17.57,Schubart
2014 KH159,16.98,Francette
2014 KN164,16.73,Schubart
2014 ME82,16.54,Hilda
2014 MR95,15.84,Hilda
2014 MP97,16.48,Potomac
2014 MN102,17.25,Hilda
2014 NM30,15.43,Hilda
2014 NC76,17.01,Background
2014 NF94,16.97,Hilda
2014 OT67,16.53,Background
2014 OV110,16.34,Schubart
2014 OX131,16.43,Schubart
2014 OV180,16.24,Background
2014 OV185,16.29,Potomac
2014 OC187,16.48,Background
2014 OU193,16.01,Schubart
2014 OJ199,15.68,Background
2014 OL202,16.9,Schubart
2014 OR208,16.54,Schubart
2014 OG224,16.5,Background
2014 OB225,16.21,Hilda
2014 OW240,16.96,Schubart
2014 OZ240,16.21,Potomac
2014 OH282,16.04,Background
2014 OJ292,15.99,Background
2014 OY296,16.54,Background
2014 OH351,17.08,Background
2014 OQ366,16.7,Background
2014 OD395,17.12,Schubart
2014 OE395,16.37,Schubart
2014 OG395,17.03,Background
2014 OH395,16.35,Schubart
2014 OT397,17.54,Potomac
2014 OB420,15.94,Potomac
2014 OT428,15.91,Potomac
2014 OS436,16.95,Schubart
2014 OE446,16.87,Background
2014 OG453,16.61,Schubart
2014 OM455,16.26,Background
2014 OZ468,17.3,Potomac
2014 OJ469,16.28,Potomac
2014 PE,17.08,Background
2014 PU12,16.31,Schubart
2014 PB22,16.22,Potomac
2014 PX30,16.48,Schubart
2014 PU70,16.69,Background
2014 PT83,16.57,Potomac
2014 PH95,16.64,Hilda
2014 PK99,17.18,Hilda
2014 PA104,16.2,Potomac
2014 QX16,15.95,Potomac
2014 QZ106,16.6,Schubart
2014 QE111,16.61,Hilda
2014 QK116,17.43,Background
2014 QW131,17.29,Background
2014 QU137,16.97,Background
2014 QS138,16.46,Schubart
2014 QD146,17.16,Hilda
2014 QW197,16.57,Background
2014 QU200,16.85,Background
2014 QQ208,17.49,Schubart
2014 QG211,17.5,Background
2014 QF225,16.79,Schubart
2014 QY237,17.14,Background
2014 QN244,16.57,Hilda
2014 QN246,16.9,Hilda
2014 QA256,16.56,Potomac
2014 QG280,16.27,Hilda
2014 QO348,16.73,Hilda
2014 QK357,16.88,Schubart
2014 QZ370,16.42,Background
2014 QQ371,17.0,Schubart
2014 QG389,16.43,Schubart
2014 QK393,17.44,Background
2014 QF399,16.36,Schubart
2014 QJ401,16.26,Background
2014 QN401,16.42,Schubart
2014 QD406,16.52,Background
2014 QP417,16.71,Potomac
2014 QN422,16.58,Background
2014 QL424,16.82,Hilda
2014 QN424,17.43,Background
2014 QD427,16.95,Schubart
2014 QY427,16.89,Schubart
2014 QW429,16.54,Background
2014 QH431,16.47,Background
2014 QP442,17.03,Schubart
2014 QQ442,17.01,Hilda
2014 QR442,16.99,Schubart
2014 QS442,16.78,Background
2014 QT442,16.49,Background
2014 QU442,17.32,Background
2014 QV442,16.64,Schubart
2014 QW442,16.35,Background
2014 QA443,16.39,Schubart
2014 QD483,17.2,Background
2014 QB486,16.73,Background
2014 QO488,17.52,Guinevere
2014 QS490,16.49,Potomac
2014 QB492,17.24,Hilda
2014 QX500,16.61,Background
2014 QP501,16.97,Francette
2014 QC504,16.51,Potomac
2014 QU548,16.89,Hilda
2014 QW558,17.5,Background
2014 QG559,17.36,Hilda
2014 QR567,16.89,Background
2014 QD570,16.5,Background
2014 QK575,16.9,Schubart
2014 QQ578,17.13,Background
2014 QR580,17.09,Background
2014 QX580,16.04,Background
2014 QJ581,16.19,Potomac
2014 QM581,17.23,Background
2014 QN581,17.18,Schubart
2014 QO581,17.12,Francette
2014 QR581,17.48,Guinevere
2014 QV581,16.8,Schubart
2014 QZ581,17.15,Background
2014 QG582,16.57,Hilda
2014 QL582,16.75,Background
2014 QM582,17.12,Schubart
2014 QN582,17.22,Schubart
2014 QP582,16.89,Francette
2014 QQ582,16.5,Schubart
2014 QR582,17.58,Potomac
2014 QU582,17.38,Hilda
2014 QZ582,17.28,Schubart
2014 QC583,16.92,Schubart
2014 QD583,17.41,Background
2014 QJ583,17.32,Background
2014 QG585,17.31,Background
2014 QW590,16.62,Schubart
2014 QC600,17.32,Schubart
2014 RK3,17.29,Hilda
2014 RJ20,16.69,Schubart
2014 RG28,16.62,Background
2014 RR31,16.25,Background
2014 RT56,17.42,Background
2014 RL57,17.13,Schubart
2014 RB64,16.55,Schubart
2014 RJ91,16.87,Background
2014 RK91,16.71,Hilda
2014 RO91,17.02,Hilda
2014 SL28,16.99,Schubart
2014 SZ53,15.88,Hilda
2014 SC74,16.22,Hilda
2014 SS81,17.18,Background
2014 SW87,18.09,Background
2014 SD94,17.2,Background
2014 SJ94,17.93,Schubart
2014 ST99,16.98,Schubart
2014 SH116,16.62,Background
2014 SN117,16.71,Schubart
2014 SK119,16.64,Background
2014 SC131,16.82,Hilda
2014 SS132,17.17,Background
2014 SY140,16.14,Schubart
2014 SF141,16.16,Background
2014 SK141,16.24,Hilda
2014 SP161,16.3,Schubart
2014 SP176,16.33,Schubart
2014 SA177,16.94,Schubart
2014 SJ189,16.09,Schubart
2014 SF192,16.01,Background
2014 SP192,16.48,Schubart
2014 SF201,16.77,Background
2014 SD222,16.61,Background
2014 SR224,16.65,Background
2014 SV228,16.67,Background
2014 SH242,16.54,Hilda
2014 SL245,17.7,Potomac
2014 SD247,17.14,Background
